METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52081;"{""coordinates"": [-123.17640904473514, 49.26412817938636], ""type"": ""Point""}";Kitsilano;303210;49.26412817938636, -123.17640904473514
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53771;"{""coordinates"": [-123.1767550325686, 49.264133263620636], ""type"": ""Point""}";Kitsilano;303216;49.264133263620636, -123.1767550325686
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54797;"{""coordinates"": [-123.17724953170992, 49.26414188807785], ""type"": ""Point""}";Kitsilano;303228;49.26414188807785, -123.17724953170992
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51170;"{""coordinates"": [-123.12142087226678, 49.26341382336399], ""type"": ""Point""}";Fairview;300731;49.26341382336399, -123.12142087226678
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54077;"{""coordinates"": [-123.17718942123226, 49.26430567509147], ""type"": ""Point""}";Kitsilano;303225;49.26430567509147, -123.17718942123226
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50696;"{""coordinates"": [-123.11977624955543, 49.26366263831119], ""type"": ""Point""}";Fairview;812414;49.26366263831119, -123.11977624955543
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;59889;"{""coordinates"": [-123.10469101370839, 49.2659619836323], ""type"": ""Point""}";Mount Pleasant;752112;49.2659619836323, -123.10469101370839
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50320;"{""coordinates"": [-123.14425193403798, 49.26971695944198], ""type"": ""Point""}";Fairview;B21720;49.26971695944198, -123.14425193403798
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;67056;"{""coordinates"": [-123.12422451262373, 49.284127847130094], ""type"": ""Point""}";West End;121036;49.284127847130094, -123.12422451262373
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51175;"{""coordinates"": [-123.14133228267505, 49.267863778500534], ""type"": ""Point""}";Fairview;B41606;49.267863778500534, -123.14133228267505
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;57114;"{""coordinates"": [-123.1012734431394, 49.25947387232424], ""type"": ""Point""}";Mount Pleasant;512813;49.25947387232424, -123.1012734431394
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54279;"{""coordinates"": [-123.14220860288954, 49.26356794288323], ""type"": ""Point""}";Fairview;301624;49.26356794288323, -123.14220860288954
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50545;"{""coordinates"": [-123.14724499388946, 49.26812949810086], ""type"": ""Point""}";Kitsilano;B41829;49.26812949810086, -123.14724499388946
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65838;"{""coordinates"": [-123.12627570180122, 49.28989394768557], ""type"": ""Point""}";Downtown;061331;49.28989394768557, -123.12627570180122
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65818;"{""coordinates"": [-123.12643227470261, 49.28993977776112], ""type"": ""Point""}";Downtown;061335;49.28993977776112, -123.12643227470261
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53183;"{""coordinates"": [-123.0990813323729, 49.26840541210679], ""type"": ""Point""}";Strathcona;A20235;49.26840541210679, -123.0990813323729
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50314;"{""coordinates"": [-123.09882941789458, 49.26825094642474], ""type"": ""Point""}";Strathcona;A20241;49.26825094642474, -123.09882941789458
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51570;"{""coordinates"": [-123.16980091845282, 49.26418109486708], ""type"": ""Point""}";Kitsilano;302829;49.26418109486708, -123.16980091845282
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51701;"{""coordinates"": [-123.17040982448795, 49.26419255782012], ""type"": ""Point""}";Kitsilano;302901;49.26419255782012, -123.17040982448795
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54146;"{""coordinates"": [-123.11545229909332, 49.263115894549735], ""type"": ""Point""}";Fairview;300506;49.263115894549735, -123.11545229909332
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52530;"{""coordinates"": [-123.11562925427282, 49.26311960352346], ""type"": ""Point""}";Fairview;300510;49.26311960352346, -123.11562925427282
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50712;"{""coordinates"": [-123.11598304050388, 49.26312680489752], ""type"": ""Point""}";Fairview;300520;49.26312680489752, -123.11598304050388
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56999;"{""coordinates"": [-123.11667945374141, 49.26314745833935], ""type"": ""Point""}";Fairview;300536;49.26314745833935, -123.11667945374141
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56954;"{""coordinates"": [-123.11667945374141, 49.26314745833935], ""type"": ""Point""}";Fairview;300534;49.26314745833935, -123.11667945374141
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50001;"{""coordinates"": [-123.14443417135979, 49.268083770227754], ""type"": ""Point""}";Fairview;B41721;49.268083770227754, -123.14443417135979
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51889;"{""coordinates"": [-123.14461261492049, 49.26808665936738], ""type"": ""Point""}";Fairview;B41727;49.26808665936738, -123.14461261492049
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51283;"{""coordinates"": [-123.14479092222774, 49.26808995318621], ""type"": ""Point""}";Fairview;B41729;49.26808995318621, -123.14479092222774
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50028;"{""coordinates"": [-123.17685012195344, 49.26429949349988], ""type"": ""Point""}";Kitsilano;303215;49.26429949349988, -123.17685012195344
Twin;$7.00;$6.00;$7.00;$6.00;$7.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51126;"{""coordinates"": [-123.11739520058403, 49.263750986331594], ""type"": ""Point""}";Fairview;802412;49.263750986331594, -123.11739520058403
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54524;"{""coordinates"": [-123.09949014328167, 49.26644650000171], ""type"": ""Point""}";Mount Pleasant;A50217;49.26644650000171, -123.09949014328167
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54316;"{""coordinates"": [-123.10040929513855, 49.266343060648964], ""type"": ""Point""}";Mount Pleasant;A50204;49.266343060648964, -123.10040929513855
Single Motorbike;$1.00;$ .50;$1.00;$ .50;$1.00;$ .50;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;51792;"{""coordinates"": [-123.17149913949834, 49.26404557449769], ""type"": ""Point""}";Kitsilano;302998;49.26404557449769, -123.17149913949834
Single Motorbike;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;61293;"{""coordinates"": [-123.11522610726527, 49.285620897229485], ""type"": ""Point""}";Downtown;620496;49.285620897229485, -123.11522610726527
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50813;"{""coordinates"": [-123.09986664732546, 49.265549236617396], ""type"": ""Point""}";Mount Pleasant;A60213;49.265549236617396, -123.09986664732546
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52787;"{""coordinates"": [-123.10260829469881, 49.26378420614679], ""type"": ""Point""}";Mount Pleasant;A80107;49.26378420614679, -123.10260829469881
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53133;"{""coordinates"": [-123.14515422875165, 49.26809572202364], ""type"": ""Point""}";Fairview;B41737;49.26809572202364, -123.14515422875165
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53408;"{""coordinates"": [-123.17154003066516, 49.26404572968002], ""type"": ""Point""}";Kitsilano;302926;49.26404572968002, -123.17154003066516
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53632;"{""coordinates"": [-123.17057087893762, 49.26419451500154], ""type"": ""Point""}";Kitsilano;302905;49.26419451500154, -123.17057087893762
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52383;"{""coordinates"": [-123.13081800323542, 49.26444188253647], ""type"": ""Point""}";Fairview;B81147;49.26444188253647, -123.13081800323542
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52269;"{""coordinates"": [-123.1309883119609, 49.26444564747461], ""type"": ""Point""}";Fairview;B81151;49.26444564747461, -123.1309883119609
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54372;"{""coordinates"": [-123.10242858750352, 49.262079683944236], ""type"": ""Point""}";Mount Pleasant;C00107;49.262079683944236, -123.10242858750352
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52791;"{""coordinates"": [-123.10164076326987, 49.26107252048863], ""type"": ""Point""}";Mount Pleasant;C10122;49.26107252048863, -123.10164076326987
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54521;"{""coordinates"": [-123.10164076326987, 49.26107252048863], ""type"": ""Point""}";Mount Pleasant;C10124;49.26107252048863, -123.10164076326987
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50055;"{""coordinates"": [-123.17736129344102, 49.26430761521276], ""type"": ""Point""}";Kitsilano;303229;49.26430761521276, -123.17736129344102
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53224;"{""coordinates"": [-123.1775221879011, 49.264310768308384], ""type"": ""Point""}";Kitsilano;303233;49.264310768308384, -123.1775221879011
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54315;"{""coordinates"": [-123.10115371294305, 49.262272710882925], ""type"": ""Point""}";Mount Pleasant;512519;49.262272710882925, -123.10115371294305
Pay Station;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67635;"{""coordinates"": [-123.10818299744771, 49.28312185722252], ""type"": ""Point""}";Downtown;040128;49.28312185722252, -123.10818299744771
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56078;"{""coordinates"": [-123.14714281694256, 49.26362597223534], ""type"": ""Point""}";Kitsilano;301826;49.26362597223534, -123.14714281694256
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;67231;"{""coordinates"": [-123.10609247718868, 49.27978034178905], ""type"": ""Point""}";Downtown;440529;49.27978034178905, -123.10609247718868
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65651;"{""coordinates"": [-123.12608342706105, 49.28970706717887], ""type"": ""Point""}";Downtown;061320;49.28970706717887, -123.12608342706105
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65558;"{""coordinates"": [-123.12623833319736, 49.28975210776244], ""type"": ""Point""}";Downtown;061326;49.28975210776244, -123.12623833319736
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65834;"{""coordinates"": [-123.12640057536139, 49.28979948785218], ""type"": ""Point""}";Downtown;061330;49.28979948785218, -123.12640057536139
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50076;"{""coordinates"": [-123.14718632436809, 49.267957818482195], ""type"": ""Point""}";Kitsilano;B41832;49.267957818482195, -123.14718632436809
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53756;"{""coordinates"": [-123.16954511722696, 49.26401347599568], ""type"": ""Point""}";Kitsilano;302828;49.26401347599568, -123.16954511722696
Single;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50482;"{""coordinates"": [-123.11975117930655, 49.26454869207067], ""type"": ""Point""}";Fairview;812310;49.26454869207067, -123.11975117930655
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54180;"{""coordinates"": [-123.1197674568366, 49.263891395522904], ""type"": ""Point""}";Fairview;812408;49.263891395522904, -123.1197674568366
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54468;"{""coordinates"": [-123.1110304915385, 49.26290748272927], ""type"": ""Point""}";Mount Pleasant;782501;49.26290748272927, -123.1110304915385
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53109;"{""coordinates"": [-123.15029172068472, 49.26787390753103], ""type"": ""Point""}";Kitsilano;922002;49.26787390753103, -123.15029172068472
Pay Station;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64147;"{""coordinates"": [-123.13455209693734, 49.28264318798039], ""type"": ""Point""}";West End;161233;49.28264318798039, -123.13455209693734
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67091;"{""coordinates"": [-123.09957700407396, 49.279854989364566], ""type"": ""Point""}";Strathcona;510514;49.279854989364566, -123.09957700407396
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67093;"{""coordinates"": [-123.09748506442565, 49.27859501911232], ""type"": ""Point""}";Strathcona;420241;49.27859501911232, -123.09748506442565
Pay Station;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67214;"{""coordinates"": [-123.0997351488852, 49.282556051009344], ""type"": ""Point""}";Downtown;510219;49.282556051009344, -123.0997351488852
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;Yes;66613;"{""coordinates"": [-123.10751801251972, 49.28007104368576], ""type"": ""Point""}";Downtown;540530;49.28007104368576, -123.10751801251972
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;Yes;66614;"{""coordinates"": [-123.10772101753534, 49.280228000412464], ""type"": ""Point""}";Downtown;540523;49.280228000412464, -123.10772101753534
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$15.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;66615;"{""coordinates"": [-123.10750796083892, 49.27924196721218], ""type"": ""Point""}";Downtown;540614;49.27924196721218, -123.10750796083892
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51776;"{""coordinates"": [-123.1446019322587, 49.26972272864183], ""type"": ""Point""}";Fairview;B21730;49.26972272864183, -123.1446019322587
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51804;"{""coordinates"": [-123.14425193403798, 49.26971695944198], ""type"": ""Point""}";Fairview;B21722;49.26971695944198, -123.14425193403798
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54195;"{""coordinates"": [-123.14167872311238, 49.26355923883378], ""type"": ""Point""}";Fairview;301612;49.26355923883378, -123.14167872311238
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54045;"{""coordinates"": [-123.14273600830685, 49.26357646765526], ""type"": ""Point""}";Fairview;301634;49.26357646765526, -123.14273600830685
Single;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50765;"{""coordinates"": [-123.10164706728588, 49.26376711934531], ""type"": ""Point""}";Mount Pleasant;A80125;49.26376711934531, -123.10164706728588
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59915;"{""coordinates"": [-123.09793033343453, 49.27198443921392], ""type"": ""Point""}";Strathcona;471406;49.27198443921392, -123.09793033343453
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51214;"{""coordinates"": [-123.12482036741083, 49.26348845914587], ""type"": ""Point""}";Fairview;300909;49.26348845914587, -123.12482036741083
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51242;"{""coordinates"": [-123.12499562886093, 49.263495555792886], ""type"": ""Point""}";Fairview;300915;49.263495555792886, -123.12499562886093
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59901;"{""coordinates"": [-123.09483031054341, 49.27207583456987], ""type"": ""Point""}";Strathcona;TR0337;49.27207583456987, -123.09483031054341
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54059;"{""coordinates"": [-123.11988222330987, 49.261053738018454], ""type"": ""Point""}";Fairview;812708;49.261053738018454, -123.11988222330987
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51045;"{""coordinates"": [-123.1254462002102, 49.26350487224709], ""type"": ""Point""}";Fairview;300923;49.26350487224709, -123.1254462002102
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51241;"{""coordinates"": [-123.12562323718193, 49.26350746841083], ""type"": ""Point""}";Fairview;300925;49.26350746841083, -123.12562323718193
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51213;"{""coordinates"": [-123.12562323718193, 49.26350746841083], ""type"": ""Point""}";Fairview;300927;49.26350746841083, -123.12562323718193
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50125;"{""coordinates"": [-123.12596782743393, 49.26351267026449], ""type"": ""Point""}";Fairview;300933;49.26351267026449, -123.12596782743393
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50269;"{""coordinates"": [-123.17067090416796, 49.26403239056826], ""type"": ""Point""}";Kitsilano;302910;49.26403239056826, -123.17067090416796
