Block,Street,EntryDate,Status,Year,BI_ID,dayofweek,Geometry,Neighbourhood
3400,WELWYN ST,2023-07-15,IS,2023,4628393,5,POINT (49.24886576741139 -123.0699053305612),Kensington-Cedar Cottage
1600,E 2ND AVE,2023-07-15,IS,2023,4628399,5,POINT (49.26847135417388 -123.01900681315158),
1600,E 2ND AVE,2023-07-15,IS,2023,4628400,5,POINT (49.26847135417388 -123.01900681315158),
1600,E 2ND AVE,2023-07-15,IS,2023,4628401,5,POINT (49.26847135417388 -123.01900681315158),
2400,E PENDER ST,2023-07-15,IS,2023,4628402,5,POINT (49.2802225 -123.02352405),Hastings-Sunrise
3000,E PENDER ST,2023-07-15,IS,2023,4628406,5,POINT (49.2802225 -123.02352405),Hastings-Sunrise
3000,E PENDER ST,2023-07-15,IS,2023,4628407,5,POINT (49.2802225 -123.02352405),Hastings-Sunrise
3100,E PENDER ST,2023-07-15,VA,2023,4628408,5,POINT (49.2802225 -123.02352405),Hastings-Sunrise
2300,GRAVELEY ST,2023-07-15,VA,2023,4628414,5,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
500,KAMLOOPS ST,2023-07-15,IS,2023,4628415,5,POINT (49.28052861989227 -123.05459685966478),Hastings-Sunrise
2500,E PENDER ST,2023-07-15,IS,2023,4628416,5,POINT (49.2802225 -123.02352405),Hastings-Sunrise
2600,E PENDER ST,2023-07-15,VA,2023,4628417,5,POINT (49.280263136498185 -123.06797654648987),Grandview-Woodland
0,KEEFER PLACE,2023-07-15,IS,2023,4628434,5,POINT (49.27946163220379 -123.10608362466824),Downtown
2100,HIGHBURY ST,2023-07-15,VA,2023,4628459,5,POINT (49.270455650428815 -123.18757916237124),West Point Grey
3700,W 8TH AVE,2023-07-15,IS,2023,4628461,5,POINT (49.26445433343878 -123.1349402207505),Fairview
1400,LARCH ST,2023-07-15,IS,2023,4628478,5,POINT (49.27048938360201 -123.16217457246356),Kitsilano
100,W 19TH AVE,2023-07-15,VA,2023,4628512,5,POINT (49.25422770318468 -123.11607896297912),South Cambie
3600,CAMERON AVE,2023-07-15,IS,2023,4628515,5,POINT (49.27288037082615 -123.18481350551016),Kitsilano
3800,W 3RD AVE,2023-07-15,IS,2023,4628519,5,POINT (49.26885462785312 -123.13918976627208),Fairview
3800,W 4TH AVE,2023-07-15,IS,2023,4628520,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
3800,W 4TH AVE,2023-07-15,IS,2023,4628521,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
2000,DUNBAR ST,2023-07-15,IS,2023,4628527,5,POINT (49.26602421497274 -123.18373133802886),Kitsilano
1800,NW MARINE DRIVE,2023-07-15,IS,2023,4628531,5,POINT (49.2748108536942 -123.20624349335134),West Point Grey
700,W 50TH AVE,2023-07-15,VA,2023,4628537,5,POINT (49.22574957634733 -123.13292540451394),Oakridge
700,W 50TH AVE,2023-07-15,VA,2023,4628538,5,POINT (49.22574957634733 -123.13292540451394),Oakridge
200,E 53RD AVE,2023-07-15,VA,2023,4628540,5,POINT (49.221797459285646 -123.0925389202363),Sunset
300,E 48TH AVE,2023-07-15,VA,2023,4628541,5,POINT (49.226267015725846 -123.06241843206102),Victoria-Fraserview
1300,E 39TH AVE,2023-07-15,VA,2023,4628542,5,POINT (49.23490432185247 -123.06048462000628),Kensington-Cedar Cottage
100,W 19TH AVE,2023-07-15,IS,2023,4628545,5,POINT (49.25422770318468 -123.11607896297912),South Cambie
1800,ROBSON ST,2023-07-15,IS,2023,4628558,5,POINT (49.29243851667212 -123.13692796815148),West End
500,NICOLA ST,2023-07-15,IS,2023,4628564,5,POINT (49.28568633466426 -123.13564419691892),West End
800,BURRARD ST,2023-07-15,IS,2023,4628570,5,POINT (49.2828613 -123.12284249132792),Downtown
900,ROBSON ST,2023-07-15,IS,2023,4628571,5,POINT (49.29243851667212 -123.13692796815148),West End
1200,ALBERNI ST,2023-07-15,IS,2023,4628589,5,POINT (49.2866724 -123.12655457282756),West End
300,W 4TH AVE,2023-07-15,VA,2023,4628596,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
100,E 6TH AVE,2023-07-15,IS,2023,4628602,5,POINT (49.26545458360071 -123.09793894839464),Mount Pleasant
4300,NW MARINE DRIVE,2023-07-15,IS,2023,4628610,5,POINT (49.2748108536942 -123.20624349335134),West Point Grey
4300,NW MARINE DRIVE,2023-07-15,IS,2023,4628612,5,POINT (49.2748108536942 -123.20624349335134),West Point Grey
3600,W 5TH AVE,2023-07-15,IS,2023,4628618,5,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
3900,W 4TH AVE,2023-07-15,IS,2023,4628622,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
3800,W 1ST AVE,2023-07-15,IS,2023,4628628,5,POINT (49.27115066311537 -123.14084618378423),Fairview
3600,POINT GREY RD,2023-07-15,IS,2023,4628629,5,POINT (49.27204580353642 -123.16662029125202),Kitsilano
1300,ARBUTUS ST,2023-07-15,IS,2023,4628632,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
900,CANADA PLACE,2023-07-15,IS,2023,4628639,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-15,IS,2023,4628641,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-15,IS,2023,4628645,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-15,IS,2023,4628648,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-15,IS,2023,4628649,5,POINT (49.2872705 -123.113634),Downtown
300,GARDEN DRIVE,2023-07-15,IS,2023,4628653,5,POINT (49.25748097494034 -123.05824987898282),Kensington-Cedar Cottage
5600,LINCOLN ST,2023-07-15,IS,2023,4628657,5,POINT (49.23071376390526 -123.02646954025457),Killarney
5300,VICTORIA DRIVE,2023-07-15,IS,2023,4628659,5,POINT (49.2460053912135 -123.06508605765929),Kensington-Cedar Cottage
2100,E 30TH AVE,2023-07-15,IS,2023,4628661,5,POINT (49.24025840867719 -123.05749008131772),Renfrew-Collingwood
4500,ONTARIO ST,2023-07-15,IS,2023,4628665,5,POINT (49.24747198861629 -123.10505632911918),Riley Park
4500,ONTARIO ST,2023-07-15,VA,2023,4628666,5,POINT (49.24747198861629 -123.10505632911918),Riley Park
800,W CORDOVA ST,2023-07-15,IS,2023,4628669,5,POINT (49.28775548425263 -123.1166327266634),Downtown
200,E 1ST AVE,2023-07-15,VA,2023,4628676,5,POINT (49.26961300458511 -123.07013205149656),Grandview-Woodland
4200,FRASER ST,2023-07-15,IS,2023,4628684,5,POINT (49.26197907672559 -123.08913300412428),Mount Pleasant
900,CAMBIE ST,2023-07-15,IS,2023,4628695,5,POINT (49.2492150960783 -123.11539090524424),South Cambie
800,BEATTY ST,2023-07-15,VA,2023,4628709,5,POINT (49.27618820163418 -123.11608284286764),Downtown
600,CITADEL PARADE,2023-07-15,IS,2023,4628711,5,POINT (49.27944678363773 -123.11007487102933),Downtown
300,W GEORGIA ST,2023-07-15,IS,2023,4628712,5,POINT (49.2796698 -123.115106),Downtown
1200,NELSON ST,2023-07-15,VA,2023,4628724,5,POINT (49.28663422573088 -123.13439612729384),West End
900,MAIN ST,2023-07-15,VA,2023,4628726,5,POINT (49.3252425 -123.143217),
100,WATER ST,2023-07-15,IS,2023,4628729,5,POINT (49.2873927 -122.8354749),
1100,PENDRELL ST,2023-07-15,IS,2023,4628730,5,POINT (49.28943044828831 -123.14302415129735),West End
100,MAIN ST,2023-07-15,IS,2023,4628733,5,POINT (49.26474196750952 -123.1009572308099),Mount Pleasant
900,CANADA PLACE,2023-07-15,IS,2023,4628740,5,POINT (49.2872705 -123.113634),Downtown
600,W CORDOVA ST,2023-07-15,IS,2023,4628741,5,POINT (49.28775548425263 -123.1166327266634),Downtown
800,RICHARDS ST,2023-07-15,VA,2023,4628749,5,POINT (49.28389251320959 -123.1121989059986),Downtown
1300,CREELMAN AVE,2023-07-15,VA,2023,4628750,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
3900,W 4TH AVE,2023-07-15,IS,2023,4628763,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
4400,NW MARINE DRIVE,2023-07-15,IS,2023,4628768,5,POINT (49.2748108536942 -123.20624349335134),West Point Grey
4400,NW MARINE DRIVE,2023-07-15,VA,2023,4628771,5,POINT (49.2748108536942 -123.20624349335134),West Point Grey
4400,NW MARINE DRIVE,2023-07-15,VA,2023,4628772,5,POINT (49.2748108536942 -123.20624349335134),West Point Grey
300,E 6TH AVE,2023-07-15,IS,2023,4628789,5,POINT (49.26545458360071 -123.09793894839464),Mount Pleasant
1000,CANADA PLACE,2023-07-15,IS,2023,4628797,5,POINT (49.2885242145089 -123.11694843473931),Downtown
900,CANADA PLACE,2023-07-15,IS,2023,4628799,5,POINT (49.2872705 -123.113634),Downtown
1000,CANADA PLACE,2023-07-15,IS,2023,4628802,5,POINT (49.2885242145089 -123.11694843473931),Downtown
5000,PRINCE EDWARD ST,2023-07-29,IS,2023,4628818,5,POINT (49.22974799380274 -123.09735979307848),Sunset
2100,E 13TH AVE,2023-07-29,VA,2023,4628819,5,POINT (49.25873486013096 -123.07954455460224),Mount Pleasant
400,PENTICTON ST,2023-07-29,IS,2023,4628822,5,POINT (49.27930547359348 -123.05196823517932),Hastings-Sunrise
3300,E PENDER ST,2023-07-29,VA,2023,4628823,5,POINT (49.280263136498185 -123.06797654648987),Grandview-Woodland
500,LILLOOET ST,2023-07-29,IS,2023,4628824,5,POINT (49.27533776610352 -123.0388956643526),Hastings-Sunrise
2100,ETON ST,2023-07-29,VA,2023,4628825,5,POINT (49.287522140847535 -123.05923182574328),Grandview-Woodland
800,RICHARDS ST,2023-07-29,IS,2023,4628828,5,POINT (49.28389251320959 -123.1121989059986),Downtown
2500,CORNWALL AVE,2023-07-29,IS,2023,4628838,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2500,CORNWALL AVE,2023-07-29,IS,2023,4628839,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2400,CORNWALL AVE,2023-07-29,IS,2023,4628841,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2300,CORNWALL AVE,2023-07-29,IS,2023,4628846,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
1000,CYPRESS ST,2023-07-29,VA,2023,4628851,5,POINT (49.2765714 -123.1473831),Kitsilano
1000,CYPRESS ST,2023-07-29,IS,2023,4628852,5,POINT (49.2765714 -123.1473831),Kitsilano
1800,CREELMAN AVE,2023-07-29,IS,2023,4628855,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
1800,CREELMAN AVE,2023-07-29,IS,2023,4628856,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
1000,W 10TH AVE,2023-07-29,IS,2023,4628861,5,POINT (49.26298122342149 -123.16007935506032),Kitsilano
800,RICHARDS ST,2023-07-29,VA,2023,4628865,5,POINT (49.28389251320959 -123.1121989059986),Downtown
1800,CREELMAN AVE,2023-07-29,IS,2023,4628870,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
2000,CREELMAN AVE,2023-07-29,VA,2023,4628872,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
1400,ARBUTUS ST,2023-07-29,IS,2023,4628875,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
2300,CORNWALL AVE,2023-07-29,IS,2023,4628879,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
3000,BIRCH ST,2023-07-29,IS,2023,4628885,5,POINT (49.26670081499135 -123.13322355075118),Fairview
2800,BIRCH ST,2023-07-29,IS,2023,4628887,5,POINT (49.26670081499135 -123.13322355075118),Fairview
3000,FIR ST,2023-07-29,IS,2023,4628889,5,POINT (49.26508537593947 -123.14080772960756),Fairview
1100,PENDRELL ST,2023-07-29,IS,2023,4628890,5,POINT (49.28943044828831 -123.14302415129735),West End
2000,CREELMAN AVE,2023-07-29,IS,2023,4628898,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
2100,CORNWALL AVE,2023-07-29,IS,2023,4628901,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2200,CORNWALL AVE,2023-07-29,IS,2023,4628903,5,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2000,CREELMAN AVE,2023-07-29,IS,2023,4628912,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
1800,MCNICOLL AVE,2023-07-29,IS,2023,4628915,5,POINT (49.27623865936884 -123.1489152463299),Kitsilano
1900,MCNICOLL AVE,2023-07-29,IS,2023,4628916,5,POINT (49.27623865936884 -123.1489152463299),Kitsilano
1900,MCNICOLL AVE,2023-07-29,IS,2023,4628918,5,POINT (49.27623865936884 -123.1489152463299),Kitsilano
1800,OGDEN AVE,2023-07-29,IS,2023,4628922,5,POINT (49.27679136718075 -123.14688777114696),Kitsilano
1300,CYPRESS ST,2023-07-29,IS,2023,4628923,5,POINT (49.27115653749774 -123.14784700331332),Kitsilano
1900,CREELMAN AVE,2023-07-29,IS,2023,4628927,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
1500,ARBUTUS ST,2023-07-29,IS,2023,4628929,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1500,ARBUTUS ST,2023-07-29,IS,2023,4628930,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
2000,MCNICOLL AVE,2023-07-29,VA,2023,4628938,5,POINT (49.27623865936884 -123.1489152463299),Kitsilano
1900,CREELMAN AVE,2023-07-29,VA,2023,4628943,5,POINT (49.27449836796125 -123.15016020140683),Kitsilano
1500,ARBUTUS ST,2023-07-29,IS,2023,4628950,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1700,ARBUTUS ST,2023-07-29,IS,2023,4628957,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1500,ARBUTUS ST,2023-07-29,IS,2023,4628962,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1700,ARBUTUS ST,2023-07-29,IS,2023,4628963,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1700,ARBUTUS ST,2023-07-29,IS,2023,4628964,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1700,ARBUTUS ST,2023-07-29,IS,2023,4628965,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
1700,ARBUTUS ST,2023-07-29,IS,2023,4628967,5,POINT (49.26460696437234 -123.15291600265176),Kitsilano
2100,W 5TH AVE,2023-07-29,IS,2023,4628973,5,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
1700,VINE ST,2023-07-29,IS,2023,4628975,5,POINT (49.23984419596111 -123.15974756312896),Arbutus Ridge
2300,YORK AVE,2023-07-29,IS,2023,4628977,5,POINT (49.2716381118561 -123.1516271486822),Kitsilano
0,TEMPLETON DRIVE,2023-07-29,IS,2023,4628980,5,POINT (49.25859697265916 -123.0601634914135),Kensington-Cedar Cottage
2700,PANDORA ST,2023-07-29,VA,2023,4628983,5,POINT (49.28296071093066 -123.0270211495714),Hastings-Sunrise
1200,HAMILTON ST,2023-07-29,IS,2023,4628989,5,POINT (49.2805274054667 -123.11336910827367),Downtown
1200,HAMILTON ST,2023-07-29,IS,2023,4628990,5,POINT (49.2805274054667 -123.11336910827367),Downtown
100,WATER ST,2023-07-29,IS,2023,4628992,5,POINT (49.2873927 -122.8354749),
800,W HASTINGS ST,2023-07-29,IS,2023,4628996,5,POINT (49.289948817085296 -123.12668230100182),Downtown
600,HOWE ST,2023-07-29,IS,2023,4628997,5,POINT (49.28478563333309 -123.11664266117666),Downtown
800,RICHARDS ST,2023-07-29,VA,2023,4629002,5,POINT (49.28389251320959 -123.1121989059986),Downtown
300,WATER ST,2023-07-29,VA,2023,4629004,5,POINT (49.2842334 -123.109032),Downtown
0,POWELL ST,2023-07-29,IS,2023,4629015,5,POINT (49.28405378163237 -123.06927969687074),Grandview-Woodland
800,HORNBY ST,2023-07-29,IS,2023,4629017,5,POINT (49.2820442 -123.1222172),Downtown
1000,CAMBIE ST,2023-07-29,IS,2023,4629023,5,POINT (49.2492150960783 -123.11539090524424),South Cambie
4200,ATLIN ST,2023-07-29,VA,2023,4629038,5,POINT (49.246259565194144 -123.04584993243569),Renfrew-Collingwood
600,E 13TH AVE,2023-07-29,IS,2023,4629041,5,POINT (49.25873486013096 -123.07954455460224),Mount Pleasant
800,RICHARDS ST,2023-07-29,VA,2023,4629071,5,POINT (49.28389251320959 -123.1121989059986),Downtown
800,E 58TH AVE,2023-07-29,VA,2023,4629075,5,POINT (49.21762173196085 -123.10201157113686),Sunset
6300,PRINCE ALBERT ST,2023-07-29,IS,2023,4629077,5,POINT (49.212924011360265 -123.08815105623133),Sunset
4400,ATLIN ST,2023-07-29,IS,2023,4629082,5,POINT (49.246259565194144 -123.04584993243569),Renfrew-Collingwood
300,LAKEWOOD DRIVE,2023-07-29,IS,2023,4629084,5,POINT (49.27899418387797 -123.06176183561811),Grandview-Woodland
800,RICHARDS ST,2023-07-29,VA,2023,4629086,5,POINT (49.28389251320959 -123.1121989059986),Downtown
300,UNION ST,2023-07-29,IS,2023,4629088,5,POINT (49.277401843691074 -123.08494373016588),Strathcona
400,UNION ST,2023-07-29,IS,2023,4629089,5,POINT (49.277401843691074 -123.08494373016588),Strathcona
1000,SALSBURY DRIVE,2023-07-29,IS,2023,4629093,5,POINT (49.27485750593576 -123.06759809731922),Grandview-Woodland
1300,SALSBURY DRIVE,2023-07-29,IS,2023,4629095,5,POINT (49.27485750593576 -123.06759809731922),Grandview-Woodland
1500,E 10TH AVE,2023-07-29,IS,2023,4629097,5,POINT (49.26158087156491 -123.09514400292088),Mount Pleasant
2100,W 5TH AVE,2023-07-29,IS,2023,4629103,5,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2000,VINE ST,2023-07-29,IS,2023,4629105,5,POINT (49.23984419596111 -123.15974756312896),Arbutus Ridge
800,RICHARDS ST,2023-07-29,VA,2023,4629108,5,POINT (49.28389251320959 -123.1121989059986),Downtown
400,BURRARD ST,2023-07-29,IS,2023,4629118,5,POINT (49.286569400000005 -123.11705934827896),Downtown
1600,COTTON DRIVE,2023-07-29,IS,2023,4629128,5,POINT (49.274645205590446 -123.07155586556496),Grandview-Woodland
1600,KITCHENER ST,2023-07-29,IS,2023,4629130,5,POINT (49.272292886456704 -123.04681104341932),Hastings-Sunrise
3000,VICTORIA DRIVE,2023-07-29,IS,2023,4629132,5,POINT (49.2460053912135 -123.06508605765929),Kensington-Cedar Cottage
4300,HUDSON ST,2023-07-29,VA,2023,4629135,5,POINT (49.22282532277979 -123.13522534652328),Oakridge
6700,WILTSHIRE ST,2023-07-29,VA,2023,4629137,5,POINT (49.22811803173414 -123.14655791421688),Kerrisdale
2700,W 22ND AVE,2023-07-29,VA,2023,4629140,5,POINT (49.25266139313618 -123.1572066009116),Arbutus Ridge
2800,W 20TH AVE,2023-07-29,VA,2023,4629141,5,POINT (49.2546892640869 -123.18756575484858),Dunbar-Southlands
5700,FLEMING ST,2023-07-29,VA,2023,4629144,5,POINT (49.25536929265355 -123.07094366099771),Kensington-Cedar Cottage
3400,E 27TH AVE,2023-07-29,VA,2023,4629147,5,POINT (49.246753743667234 -123.06394239970822),Kensington-Cedar Cottage
2700,W 22ND AVE,2023-07-29,IS,2023,4629151,5,POINT (49.25266139313618 -123.1572066009116),Arbutus Ridge
700,HAMILTON ST,2023-07-29,IS,2023,4629156,5,POINT (49.27915495 -123.1143412533694),Downtown
0,WATER ST,2023-07-29,IS,2023,4629164,5,POINT (49.28337555659361 -123.10410993361448),Downtown
0,E 6TH AVE,2023-07-29,IS,2023,4629178,5,POINT (49.26545458360071 -123.09793894839464),Mount Pleasant
800,W HASTINGS ST,2023-07-29,IS,2023,4629185,5,POINT (49.289948817085296 -123.12668230100182),Downtown
200,E 28TH AVE,2023-07-29,VA,2023,4629208,5,POINT (49.24504725404995 -123.06896412572787),Kensington-Cedar Cottage
400,MOBERLY RD,2023-07-29,IS,2023,4629210,5,POINT (49.26711969600544 -123.11769231445852),Fairview
700,KINGSWAY,2023-07-29,VA,2023,4629217,5,POINT (49.256179450000005 -123.08955678842702),Kensington-Cedar Cottage
200,E 20TH AVE,2023-07-29,IS,2023,4629222,5,POINT (49.25282915 -123.1006379),Riley Park
900,CANADA PLACE,2023-07-29,IS,2023,4629233,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-29,IS,2023,4629237,5,POINT (49.2872705 -123.113634),Downtown
1000,W CORDOVA ST,2023-07-29,IS,2023,4629242,5,POINT (49.28775548425263 -123.1166327266634),Downtown
300,HOWE ST,2023-07-29,VA,2023,4629245,5,POINT (49.28478563333309 -123.11664266117666),Downtown
3400,E 27TH AVE,2023-07-29,IS,2023,4629279,5,POINT (49.246753743667234 -123.06394239970822),Kensington-Cedar Cottage
1700,E 13TH AVE,2023-07-29,IS,2023,4629286,5,POINT (49.25873486013096 -123.07954455460224),Mount Pleasant
2800,VICTORIA DRIVE,2023-07-29,IS,2023,4629289,5,POINT (49.2460053912135 -123.06508605765929),Kensington-Cedar Cottage
3300,EUCLID AVE,2023-07-29,IS,2023,4629297,5,POINT (49.23920430831147 -123.0404727900977),Renfrew-Collingwood
2800,PANDORA ST,2023-07-29,IS,2023,4629299,5,POINT (49.28296071093066 -123.0270211495714),Hastings-Sunrise
2100,FRANKLIN ST,2023-07-29,IS,2023,4629303,5,POINT (49.28230491145681 -123.08022185053078),Strathcona
1700,NAPIER ST,2023-07-29,IS,2023,4629304,5,POINT (49.274978787421794 -123.05172873714272),Hastings-Sunrise
1700,NAPIER ST,2023-07-29,IS,2023,4629305,5,POINT (49.274978787421794 -123.05172873714272),Hastings-Sunrise
1700,KITCHENER ST,2023-07-29,IS,2023,4629306,5,POINT (49.272292886456704 -123.04681104341932),Hastings-Sunrise
900,CANADA PLACE,2023-07-29,IS,2023,4629308,5,POINT (49.2872705 -123.113634),Downtown
700,GRANVILLE ST,2023-07-29,IS,2023,4629342,5,POINT (49.25901295951559 -123.13874691672916),Fairview
900,CANADA PLACE,2023-07-29,IS,2023,4629343,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-29,IS,2023,4629351,5,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-29,IS,2023,4629353,5,POINT (49.2872705 -123.113634),Downtown
500,RICHARDS ST,2023-07-29,IS,2023,4629369,5,POINT (49.28389251320959 -123.1121989059986),Downtown
3100,E PENDER ST,2023-07-29,IS,2023,4629373,5,POINT (49.2802225 -123.02352405),Hastings-Sunrise
3600,EAST KENT AVE N,2023-07-29,IS,2023,4629377,5,POINT (49.20934943755498 -123.07738934857956),Sunset
2000,E 43RD AVE,2023-07-29,IS,2023,4629383,5,POINT (49.23086799715353 -123.05423499659204),Victoria-Fraserview
2000,E 43RD AVE,2023-07-29,IS,2023,4629384,5,POINT (49.23086799715353 -123.05423499659204),Victoria-Fraserview
700,BURRARD ST,2023-07-29,IS,2023,4629414,5,POINT (49.28347620299196 -123.12253533515828),West End
1300,TED NORTHE LANE,2023-07-29,IS,2023,4629417,5,POINT (49.28701541762816 -123.13391319883787),West End
1100,THURLOW ST,2023-07-29,IS,2023,4629420,5,POINT (49.284435007954905 -123.12510257255244),West End
1400,SEE-EM-IA LANE,2023-07-29,IS,2023,4629421,5,POINT (49.28343289739472 -123.13483940394087),West End
1000,DAVIE ST,2023-07-29,IS,2023,4629423,5,POINT (49.27359439420446 -123.1206172696918),Downtown
400,W 2ND AVE,2023-07-29,IS,2023,4629425,5,POINT (49.26847135417388 -123.01900681315158),
400,W 2ND AVE,2023-07-29,IS,2023,4629427,5,POINT (49.26847135417388 -123.01900681315158),
2000,VINE ST,2023-07-29,IS,2023,4629445,5,POINT (49.23984419596111 -123.15974756312896),Arbutus Ridge
2000,W 4TH AVE,2023-07-29,IS,2023,4629466,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
2000,W 4TH AVE,2023-07-29,IS,2023,4629468,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
1900,W 4TH AVE,2023-07-29,IS,2023,4629470,5,POINT (49.268372708414766 -123.1680297998844),Kitsilano
700,BURRARD ST,2023-07-29,IS,2023,4629472,5,POINT (49.28347620299196 -123.12253533515828),West End
1200,DAVIE ST,2023-07-29,IS,2023,4629480,5,POINT (49.27359439420446 -123.1206172696918),Downtown
1200,DAVIE ST,2023-07-29,IS,2023,4629481,5,POINT (49.27359439420446 -123.1206172696918),Downtown
1200,DAVIE ST,2023-07-29,IS,2023,4629482,5,POINT (49.27359439420446 -123.1206172696918),Downtown
1300,DAVIE ST,2023-07-29,IS,2023,4629483,5,POINT (49.27359439420446 -123.1206172696918),Downtown
1500,BURNABY ST,2023-07-29,IS,2023,4629486,5,POINT (49.28539689610159 -123.14109782086209),West End
1800,PENDRELL ST,2023-07-29,IS,2023,4629489,5,POINT (49.28943044828831 -123.14302415129735),West End
1900,NELSON ST,2023-07-29,VA,2023,4629492,5,POINT (49.28663422573088 -123.13439612729384),West End
1800,BARCLAY ST,2023-07-29,IS,2023,4629494,5,POINT (49.285540231307856 -123.1305701744151),West End
800,RICHARDS ST,2023-07-29,VA,2023,4629499,5,POINT (49.28389251320959 -123.1121989059986),Downtown
1300,HENSHAW LANE,2023-07-29,IS,2023,4629529,5,POINT (49.29039418221794 -123.14128684059123),West End
700,NELSON ST,2023-07-29,IS,2023,4629535,5,POINT (49.28663422573088 -123.13439612729384),West End
700,NELSON ST,2023-07-29,IS,2023,4629536,5,POINT (49.28663422573088 -123.13439612729384),West End
400,HOWE ST,2023-07-29,IS,2023,4629552,5,POINT (49.28478563333309 -123.11664266117666),Downtown
500,HOWE ST,2023-07-29,IS,2023,4629553,5,POINT (49.28478563333309 -123.11664266117666),Downtown
1300,DAVIE ST,2023-07-29,IS,2023,4629897,5,POINT (49.27359439420446 -123.1206172696918),Downtown
1400,DAVIE ST,2023-07-29,IS,2023,4629898,5,POINT (49.27359439420446 -123.1206172696918),Downtown
1000,GILFORD ST,2023-07-29,IS,2023,4629904,5,POINT (49.29021774107246 -123.14045997063286),West End
1300,JERVIS ST,2023-07-29,IS,2023,4629910,5,POINT (49.282457726818144 -123.1354762841476),West End
1100,BURRARD ST,2023-07-29,IS,2023,4629914,5,POINT (49.27975795 -123.1277323315882),Downtown
1000,BURRARD ST,2023-07-29,IS,2023,4629915,5,POINT (49.2802203 -123.126299),Downtown
700,NELSON ST,2023-07-29,IS,2023,4629916,5,POINT (49.28663422573088 -123.13439612729384),West End
2500,W 7TH AVE,2023-07-29,IS,2023,4629928,5,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
2400,W 6TH AVE,2023-07-29,IS,2023,4629932,5,POINT (49.26626349669088 -123.14330665670457),Fairview
2100,LARCH ST,2023-07-29,IS,2023,4629934,5,POINT (49.27048938360201 -123.16217457246356),Kitsilano
1700,NELSON ST,2023-07-29,IS,2023,4629948,5,POINT (49.28663422573088 -123.13439612729384),West End
500,HOWE ST,2023-07-29,IS,2023,4629973,5,POINT (49.28478563333309 -123.11664266117666),Downtown
500,HOWE ST,2023-07-29,IS,2023,4629974,5,POINT (49.28478563333309 -123.11664266117666),Downtown
1700,ROBSON ST,2023-07-29,IS,2023,4629976,5,POINT (49.29243851667212 -123.13692796815148),West End
1700,ROBSON ST,2023-07-29,IS,2023,4629979,5,POINT (49.29243851667212 -123.13692796815148),West End
1100,BURNABY ST,2023-07-29,IS,2023,4629982,5,POINT (49.28539689610159 -123.14109782086209),West End
1000,BURNABY ST,2023-07-29,IS,2023,4629983,5,POINT (49.28539689610159 -123.14109782086209),West End
1200,ROBSON ST,2023-07-29,IS,2023,4629984,5,POINT (49.29243851667212 -123.13692796815148),West End
